artigos|macrotemas|nomes_normas
" As plantas da lista ""E"" (plantas que podem originar substâncias entorpecentes e/ou psicotrópicas) e as substâncias da lista ""F"" (substâncias de uso proscrito no Brasil), deste Regulamento Técnico e de suas atualizações, não poderão ser objeto de prescrição e manipulação de medicamentos alopáticos e homeopáticos."|temas transversais|Portaria 344_1998
 Todo estabelecimento, entidade ou órgão oficial que produzir, comercializar, distribuir, beneficiar, preparar, fracionar, dispensar, utilizar, extrair, fabricar, transformar, embalar, reembalar, vender, comprar, armazenar ou manipular substância ou medicamento de que trata este Regulamento Técnico e de suas atualizações, com qualquer finalidade deverá escriturar e manter no estabelecimento para efeito de fiscalização e controle, livros de escrituração conforme a seguir discriminado:|temas transversais|Portaria 344_1998
 Os Livros de Receituário Geral e de Registro Específico deverão conter Termos de Abertura e de Encerramento (ANEXO XIX), lavrados pela Autoridade Sanitária do Estado, Município ou Distrito Federal.|temas transversais|Portaria 344_1998
 Os Livros, Balanços e demais documentos comprovantes de movimentação de estoque, deverão ser arquivados no estabelecimento pelo prazo de 2 (dois) anos, findo o qual poderão ser destruídos.|temas transversais|Portaria 344_1998
 Os Livros de Registros Específicos destinam-se a anotação, em ordem cronológica, de estoque, entradas (por aquisição ou produção), saídas (por vendas, processamento, beneficiamento, uso) e perdas.|temas transversais|Portaria 344_1998
 Quando, por motivo de natureza fiscal ou processual, o Livro de Registro Específico for apreendido pela Autoridade Sanitária ou Policial, ficarão suspensas todas as atividades relacionadas a substâncias e/ou medicamentos nele registrados até que o referido livro seja liberado ou substituído.|temas transversais|Portaria 344_1998
 As substâncias constantes das listas deste Regulamento Técnico e de suas atualizações, bem como os medicamentos que as contenham, existentes nos estabelecimentos, deverão ser obrigatoriamente guardados sob chave ou outro dispositivo que ofereça segurança, em local exclusivo para este fim, sob a responsabilidade do farmacêutico ou químico responsável, quando se tratar de indústria farmoquímica.|temas transversais|Portaria 344_1998
" O Balanço de Substâncias Psicoativas e Outras Substâncias Sujeitas a Controle Especial - BSPO (ANEXO XX), será preenchido com a movimentação do estoque das substâncias constantes das listas ""A1"" e ""A2"" (entorpecentes), ""A3"",""B1"" e ""B2"" (psicotrópicas), ""C1""(outras substâncias sujeitas a controle especial), ""C2"" (retinóicas), ""C3"" (imunossupressoras), ""C4"" (anti-retrovirais) e ""C5"" (anabolizantes) e ""D1"" (precursoras), deste Regulamento Técnico e de suas atualizações, em 3 (três) vias, e remetido à Autoridade Sanitária pelo farmacêutico/químico responsável trimestralmente até o dia 15 (quinze) dos meses de abril, julho, outubro e janeiro."|temas transversais|Portaria 344_1998
" O Balanço de Medicamentos Psicoativos e de outros Sujeitos a Controle Especial - BMPO, destina-se ao registro de vendas de medicamentos a base de substâncias constantes das listas ""A1"", ""A2"" (entorpecentes), ""A3"" e ""B2"" (psicotrópicos) e ""C4"" (anti-retrovirais) deste Regulamento Técnico e de suas atualizações, por farmácias e drogarias conforme modelo (ANEXO XXI) , em 2 (duas) vias, e remetido à Autoridade Sanitária pelo Farmacêutico Responsável trimestralmente até o dia 15 (quinze) dos meses de abril, julho, outubro e janeiro."|temas transversais|Portaria 344_1998
" O Mapa do Consolidado das Prescrições de Medicamentos - MCPM (ANEXO XXII), destina-se ao registro das prescrições de medicamentos a base de substâncias constantes das listas ""C3"" (imunossupressoras) deste Regulamento Técnico e de suas atualizações, pelos órgãos oficiais autorizados, em 3 (três) vias, e remetido à Autoridade Sanitária pelo Farmacêutico Responsável trimestralmente até o dia 15 (quinze) dos meses de abril, julho, outubro e janeiro de cada ano. (Revogado pela Resolução - RDC No 11, de 22 de março de 2011)"|temas transversais|Portaria 344_1998
" A Relação Mensal de Venda de Medicamentos Sujeitos a Controle Especial - RMV (ANEXO XXIII), destina-se ao registro das vendas de medicamentos a base de substâncias constantes das listas deste Regulamento Técnico e de suas atualizações, excetuando-se as substâncias constantes da lista ""D1"" (precursoras), efetuadas no mês anterior, por indústria ou laboratório farmacêutico e distribuidor, e serão encaminhadas à Autoridade Sanitária, pelo Farmacêutico Responsável , até o dia 15 (quinze) de cada mês, em 2 (duas) vias, sendo uma das vias retida pela Autoridade Sanitária e a outra devolvida ao estabelecimento depois de visada."|temas transversais|Portaria 344_1998
" A Relação Mensal de Notificações de Receita ""A"" - RMNRA (ANEXO XXIV), destina-se ao registro das Notificações de Receita ""A"" retidas em farmácias e drogarias quando da dispensação de medicamentos a base de substâncias constantes das listas ""A1"" e ""A2"" (entorpecentes) e ""A3"" (psicotrópicas) deste Regulamento Técnico e de suas atualizações, a qual será encaminhada junto com as respectivas notificações à Autoridade Sanitária, pelo farmacêutico responsável , até o dia 15 (quinze) de cada mês, em 2 (duas) vias, sendo uma das vias retida pela Autoridade Sanitária e a outra devolvida ao estabelecimento depois de visada."|temas transversais|Portaria 344_1998
 A falta de remessa da documentação mencionada nos artigos 68, 69, 70, 71 e 72, nos prazos estipulados por este Regulamento Técnico, sujeitará o infrator as penalidades previstas na legislação sanitária em vigor.|temas transversais|Portaria 344_1998
 A Secretaria de Vigilância Sanitária do Ministério da Saúde e o Órgão de Repressão a Entorpecentes da Polícia Federal, trocarão, anualmente, relatórios sobre as informações dos Balanços envolvendo substâncias e medicamentos entorpecentes, psicotrópicos e precursoras.|temas transversais|Portaria 344_1998
 A Secretaria de Vigilância Sanitária do Ministério da Saúde encaminhará relatórios estatísticos, trimestral e anualmente ao órgão Internacional de Fiscalização de Drogas das Nações Unidas com a movimentação relativas as substâncias entorpecentes, psicotrópicos e precursoras.|temas transversais|Portaria 344_1998
 É permitido o preenchimento dos dados em formulários ou por sistema informatizado, da documentação a que se refere este Regulamento Técnico, providenciando a remessa do disquete à Autoridade Sanitária do Ministério da Saúde, obedecendo aos modelos e prazos estipulados neste capítulo.|temas transversais|Portaria 344_1998
 É atribuição da Secretaria de Vigilância Sanitária do Ministério da Saúde a padronização de bulas, rótulos e embalagens dos medicamentos que contenham substâncias constantes das listas deste Regulamento Técnico e de suas atualizações.|temas transversais|Portaria 344_1998
 Os medicamentos a base de substâncias constantes das listas deste Regulamento Técnico e de suas atualizações deverão ser comercializados em embalagens invioláveis e de fácil identificação.|temas transversais|Portaria 344_1998
 É vedado às drogarias o fracionamento da embalagem original de medicamentos a base de substâncias constantes das listas deste Regulamento Técnico.|temas transversais|Portaria 344_1998
" Os rótulos de embalagens de medicamentos a base de substâncias constantes das listas ""A1""e ""A2"" (entorpecentes) e ""A3"" (psicotrópicos), deverão ter uma faixa horizontal de cor preta abrangendo todos os lados, na altura do terço médio e com largura não inferior a um terço da largura do maior lado da face maior, contendo os dizeres: ""Venda sob Prescrição Médica"" - ""Atenção: Pode Causar Dependência Física ou Psíquica""."|temas transversais|Portaria 344_1998
" Os rótulos de embalagens de medicamentos a base de substâncias constantes das listas ""B1"" e ""B2"" (psicotrópicos), deverão ter uma faixa horizontal de cor preta abrangendo todos seus lados, na altura do terço médio e com largura não inferior a um terço da largura do maior lado da face maior, contendo os dizeres: ""Venda sob Prescrição Médica"" - ""O Abuso deste Medicamento pode causar Dependência""."|temas transversais|Portaria 344_1998
" Nos casos dos medicamentos contendo a substância Anfepramona (lista ""B2"", psicotrópicos-anorexígenos) deverá constar, em destaque, no rótulo e bula, a frase: ""Atenção: Este Medicamento pode causar Hipertensão Pulmonar""."|temas transversais|Portaria 344_1998
" Os rótulos de embalagens dos medicamentos a base de substâncias constantes das listas ""C1"" (outras substâncias sujeitas a controle especial), ""C2"" (retinóides de uso tópico), ""C4"" (anti-retrovirais) e ""C5"" (anabolizantes) deste Regulamento Técnico e de suas atualizações, deverão ter uma faixa horizontal de cor vermelha abrangendo todos os seus lados, na altura do terço médio e com largura não inferior a um terço da largura do maior lado da face maior."|temas transversais|Portaria 344_1998
" Os rótulos de embalagens dos medicamentos de uso sistêmico, a base de substâncias constantes das listas ""C2"" (retinóicas) deste Regulamento Técnico e de suas atualizações, deverão ter uma faixa horizontal de cor vermelha abrangendo todos os seus lados, na altura do terço médio e com largura não inferior a um terço da largura do maior lado da face maior, contendo os dizeres ""Venda Sob Prescrição Médica"" - ""Atenção: Risco para Mulheres Grávidas, Causa Graves Defeitos na Face, nas Orelhas, no Coração e no Sistema Nervoso do Feto""."|temas transversais|Portaria 344_1998
