Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Prorroga por mais 60 dias, o prazo previsto no art. 3° da Portaria n° 511 SVS/MS, de 23/06/1998, republicada no DOU de 03/09/1998, para apresentação, pelo Grupo de Trabalho instituído pela Secretaria de Vigilância Sanitária para conclusão dos seus estudos e apresentação do Regulamento Técnico.|Alimentos||Revogado|Portaria 869/1998
Aprova a relação, anexa a esta Portaria, de documentos necessários à instrução de pedidos de autorização para realização de Pesquisa Clínica com Fármacos, Medicamentos, Vacinas e Testes Diagnósticos Novos.|Medicamentos||Revogado|Portaria 911/1998
Aprova os Regulamentos Técnicos: Disposições Gerais para Embalagens e Equipamentos Plásticos em contato com Alimentos.|Alimentos||Revogado|Portaria 912/1998
PRORROGA POR 30 (TRINTA) DIAS, A PARTIR DE 16/11/98, O PRAZO DA VIGENCIA DA PORTARIA 741 SVS, DE 16/09/98, PUBLICADA NO DIARIO OFICIAL DA UNIÃO 17/09/98, REFERENTE A COMERCIALIZAÇÃO DE ALIMENTOS CONSIDERADOS COMO NATURAIS.|Alimentos|Guilhotina|Caduco|Portaria 946/1998
APROVA O REGULAMENTO TECNICO REFERENTE AS FÓRMULAS INFANTIS PARA LACTENTES E AS FÓRMULAS INFANTIS DE SEGUIMENTO, CONFORME OS ANEXOS 1 E 2 DESTA PORTARIA.|Alimentos||Revogado|Portaria 977/1998
Estabelecer a data de 14 de janeiro de 2000, como limite máximo, para a adoção dos Regulamentos Técnicos aprovados pelas Portarias acima mencionadas.|Alimentos||Revogado|Portaria 982/1998
Aprova o Regulamento Técnico para embalagens descartáveis de polietileno tereftalato - PET - multicamada destinadas ao acondicionamento de bebidas não alcóolicas carbonatadas.|Alimentos|Materiais em contato com alimentos|Vigente|Portaria 987/1998
Lista os produtos, comercializados no país, enquadrando-os nas Subcategorias que fazem parte da Categoria 8 - Carnes e Produtos Cárneos.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Revogado|Portaria 1002/1998
Lista e enumera categorias de alimentos para efeito de avaliação do emprego de aditivos.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|Portaria 1003/1998
Aprova o Regulamento Técnico sobre a Atribuição de Função de Aditivos, Aditivos e seus Limites Máximos de Uso para a Categoria 8 - Carne e Produtos Cárneos.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Revogado|Portaria 1004/1998
PRORROGA POR 90 (NOVENTA) DIAS A PARTIR DE 15/12/98, O PRAZO DE VIGÊNCIA DA PORTARIA 741 SVS, DE 16/09/98, PUBLICADA NO DOU DE 17/09/98, REFERENTE À COMERCIALIZAÇÃO DE ALIMENTOS CONSIDERADOS NATURAIS.|Alimentos|Guilhotina|Caduco|Portaria 1050/1998
Aprovar a relação de documentos necessários para habilitar a empresá a exercer a atividade de transporte de produtos farmacêuticos e farmoquímicôs, sujeitos à vigilância sanitária.|Farmacopeia||Revogado|Portaria 1052/1998
Isenta de registro as substâncias e produtos enquadrados nos grupos citados nesta portaria, porém sujeitos às demais ações de controle pelos órgãos competentes de vigilância sanitária.|Medicamentos||Revogado|Portaria 1056/1998
"APROVA O REGULAMENTO TÉCNICO REFERENTE A ""ÁGUA COMUM ADICIONADA DE SAIS""', CONSTANTE DO ANEXO DESTA PORTARIA."|Alimentos||Revogado|Portaria 26/1999
Define o Sistema Nacional de Vigilância Sanitária, cria a Agência Nacional de Vigilância Sanitária, e dá outras providências.|Temas transversais|Leis e decretos gerais sobre vigilância sanitária|Vigente com alterações|LEI 9782/1999
Aprova a Instrução Normativa da Portaria SVS/MS nº 344 de 12 de maio de 1998 que institui o Regulamento Técnico das substâncias e medicamentos, sujeitos a controle especial.|Temas transversais|Controle e fiscalização nacionais de substâncias sob controle especial e plantas que podem originá-las|Vigente com alterações|Portaria 06/1999
Aprova o Regulamento Técnico referente ao Manual de Procedimentos e Análise Técnica para Registro de Alimentos, Aditivos, Coadjuvantes de Tecnologia e Embalagens, constante do Anexo desta Portaria.|Alimentos||Revogado|Portaria 120/1999
Aprova o Regulamento Técnico referente a CAFÉ SOLÚVEL, constante do anexo desta Portaria.|Alimentos||Revogado|Portaria 130/1999
APROVA O REGULAMENTO TÉCNICO REFERENTE A CAPPUCCINO, CONSTANTE DO ANEXO DESTA PORTARIA.|Alimentos||Revogado|Portaria 131/1999
Aprovar o Regulamento Técnico para produtos destinados à desinfecção de água para o consumo humano e de produtos algicidas e fungicidas para piscinas|Saneantes|Regularização de algicidas|Vigente com alterações|Portaria 152/1999
APROVA O REGULAMENTO TÉCNICO 'DISPOSIÇÕES GERAIS PARA EMBALAGENS E EQUIPAMENTOS CELULÓSICOS EM CONTATO COM ALIMENTOS' E SEUS ANEXOS.|Alimentos|Materiais em contato com alimentos|Vigente com alterações|Portaria 177/1999
Dispõe que a importação de produtos farmacêuticos sujeitos ao Regime de Vigilância Sanitária somente poderá ser efetuada por empresa legalmente autorizada como importadora.|Portos, Aeroportos e Fronteiras||Revogado|Portaria 185/1999
Aprova o Regulamento Técnico referente a Creme Vegetal.|Alimentos||Revogado|Portaria 193/1999
"Prorroga por 60 dias, a partir de 15 de março de 1999, o prazo de vigência da Portaria nº 741-SVS, de ló de setembro de 1998, publicada no Diário Oficial da União de 17 de setembro de 1998, referente à comercialização de alimentos considerados como 'naturais""."|Alimentos||Caduco|Portaria 254/1999
INCLUI OS ALIMENTOS QUITOSANA E CARTILAGEM DE TUBARÃO NA RELAÇÃO ANEXA À PORTARIA Nº 741 SVS, DE 16 DE SETEMBRO DE 1998, PUBLICADA NO DIÁRIO OFICIAL DA UNIÃO DE 17 DE SETEMBRO DE 1998, QUE AUTORIZA A COMERCIALIZAÇÃO PELAS EMPRESAS RESPONSÁVEIS, PRODUTORAS E IMPORTADORAS, DE ALIMENTOS CONSIDERADOS 'NATURAIS', MEDIANTE PRÉVIA PROTOCOLIZAÇÃO NAS VIGILÂNCIAS SANITÁRIAS ESTADUAIS DE DOCUMENTOS EXIGIDOS CONFORME A NATUREZA, COMPOSIÇÃO E FINALIDADES DOS SEUS PRODUTOS, INCLUSIVE ACOMPANHADOS DA JUSTIFICAÇÃO TÉCNICO-CIENTÍFICA PERTINENTE A SUA SEGURANÇA E INOCUIDADE A SAÚDE HUMANA.|Alimentos|Procedimentos para regularização de alimentos e embalagens|Caduco|Portaria 286/1999
APROVA O REGULAMENTO TÉCNICO PARA FIXAR OS REQUISITOS MÍNIMOS EXIGIDOS PARA A TERAPIA DE NUTRIÇÃO ENTERAL (TNE), CONSTANTE DO ANEXO DESTA PORTARIA|Alimentos||Revogado|Portaria 337/1999
Aprova a inclusão dos aditivos INS 461 metilcelulose e ins 464 hidroxipropil metilcelulose na legislação brasileira nas funções espessante e estabilizante.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Revogado|Portaria 376/1999
Aprova o Regulamento Técnico referente a Café Torrado em Grão e Café Torrado e Moído, constante do anexo desta Portaria.|Alimentos||Revogado|Portaria 377/1999
Aprovar o Regulamento Técnico referente a Gelados Comestíveis, Preparados, Pós para o Preparo e Bases para Gelados Comestíveis, constante do anexo desta Portaria.|Alimentos||Revogado|Portaria 379/1999
Suspender por tempo indeterminado os itens E.14, no anexo 1 o item 16 e o anexo 6 da Portaria 322 de 28107197.|Saneantes|Regularização de produtos para jardinagem amadora|Vigente|Portaria 381/1999
Durante o prazo 90 (noventa) dias, contados da publicação desta Resolução, as autoridades sanitárias brasileiras não exigirão a comprovação de vacinação compulsória antiamarílica dos viajantes, procedentes da Venezuela.|Portos, Aeroportos e Fronteiras||Caduco|RE 02/1999
Prorroga o prazo estabelecido no art. 8º da Portaria 40, de 13/01/98 que estabelece normas para Níveis de Dosagens Diárias de Vitaminas e Minerais em Medicamentos.|Medicamentos|Registro e pós-registro de medicamentos específicos|Vigente|RE 15/1999
REGULAMENTO REFERENTE A PROCEDIMENTOS PARA REGISTRO DE ALIMENTOS E OU NOVOS INGREDIENTES|Alimentos|Procedimentos para regularização de alimentos e embalagens|Vigente com alterações|RE 16/1999
DIRETRIZES BASICAS PARA AVALIAÇÃO DE RISCO E SEGURANÇA DOS ALIMENTOS|Alimentos|Procedimentos para avaliação de risco, segurança e eficácia de alimentos|Vigente com alterações|RE 17/1999
DIRETRIZES BÁSICAS PARA ANÁLISE E COMPROVAÇÃO DE PROPRIEDADES FUNCIONAIS E OU DE SAÚDE ALEGADAS EM ROTULAGEM DE ALIMENTOS.|Alimentos|Procedimentos para avaliação de risco, segurança e eficácia de alimentos|Vigente|RE 18/1999
Aprovar o REGULAMENTO TÉCNICO DE PROCEDIMENTOS PARA REGISTRO DE ALIMENTO COM ALEGAÇÃO DE PROPRIEDADES FUNCIONAIS E OU DE SAÚDE EM SUA ROTULAGEM.|Alimentos|Procedimentos para regularização de alimentos e embalagens|Vigente|RE 19/1999
Aprovar os Regulamentos Técnicos: Disposições Gerais para Embalagens e Equipamentos Plásticos em contato com Alimentos e seus Anexos|Alimentos|Materiais em contato com alimentos|Vigente com alterações|RE 105/1999
"Prorroga por 60 dias, a partir de 15 de maio de 1999, o prazo de vigência da Portaria nº  741-SVS, de 16 de setembro de 1998, publicada no Diário Oficial da União de 17 de setembro de 1998, referente à comercialização de alimentos considerados como ""naturais""."|Alimentos||Caduco|RE 112/1999
Publica a atualização das listas de substâncias sujeitas a controle especial (Anexo I) em acordo com o artigo 101 do Regulamento Técnico aprovado pela Portaria SVS/MS n.º 344, de 12 de maio de 1998, republicado no Diário Oficial da União de 1 de fevereiro de 1999.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RE 147/1999
Autorizar a inclusão da substância ÁCIDO DICLOROISOCIANTJRICO E SEUS SAIS DE SODIO E POTÁSSIO no Anexo II - Item 2, como princípio ativo autorizado para uso em formulações de produtos destinados a desinfecção de água para consumo humano, da Portaria 152, de 26 de fevereiro de 1999, publicada no Diário Oficial da União em 1º de março de 1999.|Saneantes|Regularização de algicidas|Vigente|RE 150/1999
Só será admitido para registro na Agência Nacional de Vigilância Sanitária o produto erva-mate conforme padrão aprovado pela Portaria n 234 - SVS, de 25 de março de 1998, Republicado no DOU Nº de 29 de Junho de 1998.|Alimentos||Revogado|RE 210/1999
Dispõe sobre A Rede Brasileira de Laboratórios Analíticos em Saúde - REBLAS|Laboratórios Analíticos||Revogado|RE 229/1999
"Aprovar o Regulamento Técnico referente a Padrões de Identidade e Qualidade para ""ÁGUA PURIFICADA ADICIONADA DE SAIS"", constante do anexo desta Resolução."|Alimentos||Revogado|RE 309/1999
Aprovar o Regulamento Técnico referente a Padrões de Identidade e Qualidade para ÁGUA MINERAL NATURAL e ÁGUA NATURAL|Alimentos||Revogado|RE 310/1999
Dispõe sobre os procedimentos para registro de produtos fumígenos.|Tabaco||Revogado|RE 320/1999
"Prorroga por 90 dias, a partir de 14 de julho de 1999, o prazo de vigência da Portaria n° 74I-SVS, de 16 de setembro de 1998, publicada no Diário Oficial da União de 17 de setembro de 1998, referente à comercialização de alimentos considerados como ""naturais""."|Alimentos||Caduco|RE 323/1999
Institui o roteiro sucinto de inspeção de indústrias farmacêuticas para fins de autorização de funcionamento de empresas.|Medicamentos||Revogado|RE 327/1999
Dispõe sobre requisitos exigidos para a dispensação de produtos de interesse à saúde em farmácias e drogarias. Regulamento Técnico sobre as Boas Práticas de Dispensação de medicamentos em farmácias e drogarias.|Medicamentos||Revogado|RE 328/1999
Institui o Roteiro de Inspeção para transportadoras de medicamentos, drogas e insumos farmacêuticos|Medicamentos||Revogado|RE 329/1999
Estabelece a reorganização do sistema de controle sanitário de produtos de higiene pessoal, cosméticos e perfumes.|Cosméticos||Revogado|RE 335/1999
Dispõe sobre o Registro de Produtos Saneantes Domissanitários e Afins, de Uso Domiciliar, Institucional e Profissional é efetuado levando-se em conta a avaliação e o gerenciamento do risco.|Saneantes||Revogado|RE 336/1999
Aprovar o  Regulamento  Técnico referente a Padrão de Identidade e Qualidade para PALMITO EM CONSERVA|Alimentos|Requisitos sanitários para palmito em conserva|Revogado|RE 362/1999
Estabelece que o processo de industrialização e comercialização de palmitos está sujeito, como toda a indústria de alimentos, à obrigatoriedade de cumprimento das Boas Práticas de Produção e Prestação de Serviços, Controle de Pontos Críticos (APPCC) e Controle e Garantia de Qualidade.|Alimentos|Boas Práticas de Fabricação (BPF) em estabelecimentos produtores/industrializadores de alimentos|Vigente com alterações|RE 363/1999
Para importar alimentos industrializados de origem belga que tenham na sua composição carne bovina, carne suína, carne de aves, ovos, leite e derivados destes produtos, produzidos a partir de 15 de janeiro de 1999, devem ser anexados junto a documentação exigida na importação, o Certificado Sanitário Oficial e a Declaração Oficial assinados pela autoridade competente belga, tal como estabelecido nos anexos da Diretiva 1999/449 da Comunidade Européia, de 9 de julho de 1999, acompanhado da tradução para o português.|Alimentos||Revogado|RE 364/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 13 – MOLHOS E CONDIMENTOS”|Alimentos||Revogado|RE 382/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 7 – PRODUTOS DE PANIFICAÇÃO E BISCOITOS|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RE 383/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 3 – GELADOS COMESTÍVEIS”|Alimentos||Revogado|RE 384/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 6 – CEREAIS E PRODUTOS DE OU A BASE DE CEREAIS”|Alimentos||Revogado|RE 385/1999
Aprovar  o “REGULAMENTO TÉCNICO SOBRE ADITIVOS UTILIZADOS SEGUNDO AS BOAS PRÁTICAS DE FABRICAÇÃO E SUAS FUNÇÕES”|Alimentos||Revogado|RE 386/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 5: BALAS, CONFEITOS, BOMBONS, CHOCOLATES E SIMILARES|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RE 387/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 19 – SOBREMESAS”,|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RE 388/1999
Aprovar o “REGULAMENTO TÉCNICO QUE APROVA O USO DE ADITIVOS ALIMENTARES, ESTABELECENDO SUAS FUNÇÕES E SEUS LIMITES MÁXIMOS PARA A CATEGORIA DE ALIMENTOS 16: BEBIDAS – SUBCATEGORIA 16.2.2 – BEBIDAS NÃO ALCOÓLICAS GASEIFICADAS E NÃO GASEIFICADAS”|Alimentos||Revogado|RE 389/1999
Aprovar o Regulamento Técnico para Medicamentos Genéricos|Medicamentos||Revogado|RE 391/1999
Aprovar o Regulamento Técnico referente a Alimentos para Nutrição Enteral.|Alimentos||Revogado|RE 449/1999
"Instituir e aprovar o ""Certificado de Boas Práticas de Fabricação""."|Medicamentos||Revogado|RE 460/1999
DISPÕE SOBRE A PADRONIZAÇÃO DOS ATOS NORMATIVOS E ORDINARIOS E CORRESPONDENCIAS EXPEDIDAS NO AMBITO DA AGENCIA NACIONAL DE VIGILANCIA SANITARIA, AUTORIDADES QUE OS EXPEDEM, SUAS FINALIDADES E REQUISITOS FORMAIS E DA OUTRAS PROVIDENCIAS.|Gestão interna|Atos normativos e ordinários e correspondências expedidas no âmbito da Anvisa|Revogado|RE 464/1999
Isenta as empresas transportadoras. dos controles sanitários estabelecidos nas Portarias SVS/MS nº 344, de 12 de maio de 1998, e nº 6, de 29 de janeiro de 1999.|Temas transversais||Revogado|RE 478/1999
Publica a atualização das listas de substâncias sujeitas a controle especial (Anexo I) em acordo com o artigo 101 do Regulamento Técnico aprovado pela Portaria SVS/MS n.º 344, de 12 de maio de 1998, republicado no Diário Oficial da União de 1 de fevereiro de 1999.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RE 480/1999
Estabelece parâmetros para controle microbiológico de Produtos de Higiene Pessoal, Cosméticos e Perfumes.|Cosméticos|Parâmetros para Controle Microbiológico de Produtos de Higiene Pessoal, Cosméticos e Perfumes.|Vigente|RE 481/1999
Aprovar o Regulamento Técnico para Fixação de Identidade e Qualidade de ÓLEOS E GORDURAS VEGETAIS, constante do anexo dessa Resolução|Alimentos||Revogado|RE 482/1999
